id,compound_name,smiles,inchi_key,exact_mass,spectrum
20230125000001,Asp-Leu,CC(C)CC(NC(=O)C(N)CC(=O)O)C(=O)O,ZVDPYSVOZFINEE-BQBZGAKWSA-N,246.12157167599997,42.008639843210766:0.08823507 55.02012584321077:0.0147055 61.983679843210766:0.00635041 66.03890884321076:0.00635041 68.01165684321077:0.00635041 70.02518384321077:0.00635041 72.04782784321077:0.00635041 82.05794484321076:0.02840918 83.01315984321077:0.00635041 85.06520784321077:0.00635041 87.05847884321076:0.02941204 96.01039084321077:0.0147055 97.03347684321076:0.00635041 98.02307084321077:0.00635041 109.01685984321077:0.05147081 110.02498584321077:0.02941204 112.08257184321077:0.0147055 113.03448384321077:0.11731283 114.02993684321076:0.0147055 114.09063684321077:0.00635041 123.03018884321077:0.0147055 126.03900884321077:0.04411754 130.0871188432108:0.36931723 138.0920018432108:0.02205877 140.08425084321078:0.05147081 141.09766284321077:0.00635041 156.09830384321077:0.00635041 157.1275088432108:0.00635041 165.10581184321077:0.00635041 166.09189484321078:0.00635041
